conv_id,text,intent,sector,sentiment,turns,_synthetic
conv_00811,"[customer] Olá, estou procurando um apartamento para comprar em São Paulo, vc tem alguma opção boa?
[agent] Beleza! Sim, temos várias opções de apartamentos para venda em São Paulo. Qual é o seu orçamento aproximado e qual região você está interessado?
[customer] Td bem, meu orçamento é de até 500 mil reais e estou procurando algo na região da Vila Olímpia ou Moema
[agent] Show, temos algumas opções que podem ser do seu interesse. Posso te enviar um link com algumas sugestões de imóveis que se encaixam no seu orçamento e região?
[customer] Sim, por favor, envie o link. E como funciona o processo de compra com vc?
[agent] Claro, vou te enviar o link agora. Nosso processo de compra é bem simples, você escolhe o imóvel, fazemos uma visita, e após a aprovação, começamos o processo de documentação e negociação com o vendedor. Vou te explicar tudo com mais detalhes se você tiver interesse em algum dos imóveis
[customer] Ok, ta bom. Estou aguardando o link
[agent] Link enviado! Se tiver alguma dúvida ou precisar de mais informações, é só me chamar. Boa sorte na busca do seu novo lar!",compra,imobiliario,neutral,8,False
conv_00684,"[customer] oi, vc pode me ajudar? pedi um lanche pelo app e chegou errado, td errado!
[agent] Beleza, sinto muito pelo problema! Pode me informar o número do seu pedido para eu verificar o que aconteceu?
[customer] era o pedido 1234, e eu pedi um x-burguer e chegou um x-salada, ta louco!
[agent] Show, me desculpe pelo erro! Vou registrar a reclamação e você deve receber um contato de nossa equipe de atendimento em até 24h para resolver a situação. Você gostaria de refazer o pedido ou receber um reembolso?
[customer] prefiro o reembolso, pq ja comi td e nao quero mais nada
[agent] Entendi, beleza! Vou solicitar o reembolso do valor do seu pedido e você deve receber em até 3 dias úteis. Se tiver mais alguma coisa, é só me chamar, ta bom?",reclamacao,restaurante,negative,6,False
conv_00301,"[customer] Olha, vc precisava melhorar o app, td bugado, mas a conta corrente eh show, parabens
[agent] Obrigado pelo elogio sobre a conta corrente! No entanto, sinto muito pelos problemas no app. Pode me contar mais sobre os bugs que vc esta enfrentando?
[customer] td vez que eu tento fazer uma transferencia, da erro, e o cartao tambem ta com problema, nao consigo usar
[agent] Peço desculpas pelos inconvenientes. Vou precisar verificar alguns detalhes para te ajudar melhor. Você pode me informar qual é o número do seu cartão e a data do último erro que ocorreu na transferência?
[customer] beleza, o num do cartao eh 1234, e o erro foi ontem, ta bom
[agent] Certo, anotei as informações. Vou abrir um ticket para a nossa equipe técnica resolver o problema com o app e o cartão. Você deve receber um e-mail com as atualizações sobre o andamento. Além disso, vou te enviar um link para você baixar a última versão do app, que deve resolver alguns dos problemas que você mencionou.
[customer] ok, obrigado, espero que resolva td
[agent] De nada! Se tiver mais alguma coisa ou precisar de ajuda, é só chamar. Boa sorte e obrigado novamente pelo feedback sobre a conta corrente!",elogio,financeiro,negative,8,False
conv_00404,"[customer] Oi, eu queria dar um feedback sobre o atendimento que eu recebi ontem, td foi show, o cara que me atendeu foi super paciente e resolveu td
[agent] Beleza, muito obrigado pelo seu feedback! Nós valorizamos muito a opinião dos nossos clientes. Você poderia me informar o nome do atendente que te ajudou ontem?
[customer] Naum lembro o nome, mas ele era super simpatico, vc tem como saber quem foi?
[agent] Sim, podemos verificar no nosso sistema. Você poderia me informar aproximadamente o horário em que você foi atendido e qual foi o motivo do seu contato conosco?
[customer] Foi ontem a noite, por volta das 20h, eu tava com problema na minha internet e ele resolveu td super rapido
[agent] Certo, vamos verificar. Enquanto isso, eu gostaria de agradecer novamente o seu feedback e informar que vamos registrar um elogio para o nosso atendente. Se precisar de mais alguma coisa, é só me informar, ta bom?
[customer] Ta bom, obrigado, vc podes me ligar se descobrir quem foi o atendente?
[agent] Claro, vamos verificar e entrar em contato com você se necessário. Muito obrigado novamente pelo seu feedback e pela preferência em nossos serviços",elogio,telecom,neutral,8,False
conv_00183,"[customer] Oi, eu quero cancelar a minha compra, vc pode me ajudar?
[agent] Beleza, posso sim! Qual o motivo do cancelamento e qual o numero do seu pedido?
[customer] td porque o produto demorou muito pra chegar e agora ta com defeito, o numero do pedido e #1234
[agent] Entendi, sinto muito pelo inconveniente. Vou verificar o status do seu pedido e ver o que posso fazer. Você gostaria de cancelar e receber um reembolso ou trocar o produto?
[customer] eu quero o reembolso, ta bom?
[agent] Show, vou processar o reembolso para você. Você recebera um e-mail com as instrucoes em até 24h. Se tiver alguma duvida, basta responder
[customer] ok, obrigado pela ajuda
[agent] De nada, foi um prazer ajudar! Se precisar de mais alguma coisa, não hesite em entrar em contato",cancelamento,ecommerce,negative,8,False
conv_00537,"[customer] E aí, tudo bem? Estou procurando por um curso de inglês
[agent] Beleza! Tudo bem aqui, obrigado por entrar em contato! Temos várias opções de cursos de inglês, tanto online quanto presenciais. Qual é o seu objetivo com o curso de inglês?
[customer] queria saber mais sobre o curso online, vc tem alguma promoção atualmente? td bem com o site
[agent] Sim, temos uma promoção especial para o curso online de inglês. Você pode ter 10% de desconto no pacote completo. Quer que eu envie mais informações sobre o curso e a promoção por e-mail?
[customer] show, seria legal! mas gostaria de saber tambem sobre o nivel dos professores, td ok
[agent] Nossa equipe de professores é muito experiente e qualificada, todos têm certificação em ensino de inglês e muitos anos de experiência. Vou te enviar um e-mail com todas as informações necessárias, incluindo detalhes sobre a promoção e os professores.
[customer] ta bom, obrigado! estou ansioso para receber as infos
[agent] De nada! Você vai receber um e-mail em breve com tudo o que precisa saber. Se tiver mais alguma dúvida, não hesite em entrar em contato. Tenha um ótimo dia!",saudacao,educacao,neutral,8,False
conv_00392,"[customer] Oi, vc pode me ajudar a cancelar o servico de internet banda larga?
[agent] Claro, beleza! Posso ajudar com isso. Qual o motivo do cancelamento e qual o seu numero de conta ou CPF para eu verificar?
[customer] td bem, eu mudei de cidade e nao vai ter cobertura na minha nova casa. Meu cpf e 123456789
[agent] Entendi, show! Vou verificar sua conta. Você tem uma linha de celular conosco tambem? Se sim, deseja cancelar tambem?
[customer] nao, so a internet. vc pode me dizer quanto eu vou ter que pagar para cancelar?
[agent] Ta bom, vou verificar. Você tem um contrato ativo, então terá que pagar uma multa de R$ 100,00 para cancelar. Mas posso oferecer um desconto de 20% se você pagar agora. O que me diz?
[customer] ok, eu aceito. como eu faço para pagar?
[agent] Beleza! Vou te encaminhar um link de pagamento por e-mail. Assim que o pagamento for realizado, o cancelamento sera processado. Obrigado por escolher nossa empresa e espero que volte a nos escolher no futuro!",cancelamento,telecom,neutral,8,False
conv_00018,"[customer] Oi, vc pode me ajudar com um cancelamento de pedido?
[agent] Claro, beleza! Qual o numero do seu pedido?
[customer] td bem, o numero do pedido e #1234, eu quero cancelar td porque mudei de ideia
[agent] Show, entendi! Vou verificar o status do seu pedido. Pode levar alguns minutos, ta bom?
[customer] ta bom, obrigado! vc acha que consigo cancelar sem problemas?
[agent] Sim, tudo indica que sim! Seu pedido ainda está em processamento, então podemos cancelar sem maiores problemas. Vou fazer o cancelamento agora
[customer] muito obrigado, vc foi super atencioso!
[agent] De nada, foi um prazer ajudar! Se precisar de mais alguma coisa, é só chamar",cancelamento,ecommerce,positive,8,False
conv_00038,"[customer] Oi, vc pode me ajudar? Tive um problema com o meu cartao, td mundo esta cobrando tarifa de manutencao e eu nao entendi pq
[agent] Beleza, posso te ajudar sim! Lamento ouvir que você está tendo problemas com o cartão. A tarifa de manutenção é cobrada mensalmente, mas vamos verificar o que pode ter acontecido no seu caso. Você pode me informar o número do seu cartão ou o CPF para que eu possa consultar?
[customer] Ta bom, o meu cpf é 12345678901. E show, eu nao quero pagar essa tarifa, pq eu uso o cartao td dia
[agent] Entendi, vamos dar uma olhada. Verifiquei e parece que houve um erro no nosso sistema que fez com que a tarifa fosse cobrada indevidamente. Vou solicitar a devolução do valor para você. Você receberá um e-mail com as informações em até 24 horas, beleza?
[customer] Beleza, obrigado! Mas e se eu tiver mais alguma duvida ou problema, como faço para falar com vc novamente?
[agent] De nada! Se você tiver mais alguma dúvida ou problema, basta entrar em contato conosco novamente pelo chat ou ligar para o nosso número de atendimento. Seu caso será registrado e você poderá ser atendido por qualquer um dos nossos atendentes. Tudo resolvido, então?
[customer] Sim, td ok agora, obrigado pela ajuda!
[agent] De nada! Fico feliz em ter podido ajudar. Se precisar de mais alguma coisa, não hesite em entrar em contato. Tenha um ótimo dia!",reclamacao,financeiro,negative,8,False
conv_00557,"[customer] Oi, tudo bem? Quero saber como funciona o curso de ingles online vc oferece
[agent] Tudo show, obrigado por entrar em contato! O curso de inglês online é um dos nossos mais populares, beleza? Ele é dividido em módulos e você pode acessar os materiais de estudo a qualquer momento
[customer] Beleza, td bem! E como eu sei que estou no caminho certo? Vc tem algum tipo de acompanhamento ou suporte
[agent] Claro, temos um suporte online muito bom, com professores e monitores que podem te ajudar em qualquer dúvida que você tiver. Além disso, você pode participar de aulas ao vivo e interagir com outros alunos
[customer] Show, isso ta bom demais! E quanto ao certificado, vc oferece algum tipo de certificado ao final do curso
[agent] Sim, oferecemos um certificado de conclusão do curso, que é emitido após você completar todos os módulos e atividades. Ele é reconhecido por várias empresas e instituições de ensino
[customer] Ok, td certo! Vou me matricular agora mesmo, muito obrigado pela ajuda
[agent] De nada, foi um prazer ajudar! Se tiver mais alguma dúvida, não hesite em entrar em contato. Boa sorte no curso e esperamos que você aproveite ao máximo",duvida_servico,educacao,positive,8,False
conv_00490,"[customer] ola, gostaria de saber mais sobre os planos de saude que vc oferece
[agent] Beleza! Claro, podemos oferecer varios planos de saude para atender as suas necessidades. Qual o seu perfil? Voce tem alguma preferencia por um plano especifico?
[customer] nao sei, td depende do preco e do que ta incluso. posso ter um resumo dos planos?
[agent] Show! Posso te enviar um resumo dos nossos planos por email ou podemos agendar uma ligacao para discutir mais detalhes. Qual sua preferencia?
[customer] pode me enviar por email, por favor? e qual o melhor contato para eu fazer perguntas posteriores?
[agent] Ta bom! Vou te enviar um email com as informacoes dos planos. Se tiver alguma dúvida adicional, pode me contatar diretamente por este chat ou ligar para o nosso numero de atendimento ao cliente. Obrigado por considerar nossos servicos!
[customer] obrigado, aguardo o email
[agent] De nada! O email ja foi enviado. Se precisar de mais alguma coisa, nao hesite em entrar em contato. Tenha um bom dia!",compra,saude,neutral,8,False
conv_00901,"[customer] Olha, eu tive um problema bem chato ontem com o sistema vc. Td deu errado e eu perdi td o que tinha feito
[agent] Desculpe ouvir isso, beleza. Posso ajudar a resolver o problema. Pode me contar mais sobre o que aconteceu? Qual era a tela ou a função que você estava usando quando deu erro?
[customer] Eu tava tentando fazer um relatorio e quando eu cliquei em gerar, deu um erro e fechou a janela. Eu tentei novamente e deu o mesmo erro. Show, foi frustrante
[agent] Entendi, vamos tentar resolver isso. Você pode me informar qual é o número do seu contrato ou o e-mail que você usa para acessar o sistema? Vou verificar se há algum problema conhecido ou se precisa ser aberto um ticket para nossa equipe de suporte
[customer] Ta bom, meu contrato é o 12345 e o e-mail é fulano@example.com. Espero que vc consiga resolver isso logo
[agent] Certo, fulano. Verifiquei e parece que há um problema com a integração de relatórios que estamos trabalhando para resolver. Enquanto isso, posso oferecer uma solução alternativa para você gerar o relatório. Você gostaria que eu explicasse como fazer?
[customer] Sim, por favor. Qualquer coisa que me ajude a resolver isso é bem vindo
[agent] Beleza, vou te explicar. Você pode usar a função de exportação de dados e depois usar uma planilha para criar o relatório. Vou te enviar um tutorial por e-mail com as instruções detalhadas. Se tiver mais alguma dúvida ou precisar de mais ajuda, é só me chamar",reclamacao,tecnologia,negative,8,False
